llave,nombre_ins,creacion00,direg15,cdpr15,cdcan15,cddis15,regplan15,zona15,mit_15,mih_15,rt_15,rh_15,aprobt_15,aprobh_15,reprot_15,reproh_15,desa_15,desah_15,desert_15,deserh_15,act_15,ach_15,nst_15,nsh_15,sit_15,sih_15,embt_15,embmenor_15,embmayor_15,aat15,aab15,apt15,apb15,aest15,aesb15,aaet15,aaeb15,anat15,anab15,inft15,infb15,olat15,olab15,salt15,salb15,comt15,comb15,bibt15,bibb15,gimt15,gimb15,talt_ai15,talb_ai15,otalt15,otalb15,sodt15,sodb15,indt15,indb15,lavt15,lavb15,sant15,sanb15,tvt15,tvb15,vbt15,vbb15,dvdt15,dvdb15,cetoi15,cetos15,cepei15,cepes15,cepai15,cepas15,ceadi15,ceads15,cptoi15,cptos15,cppei15,cppes15,cppai15,cppas15,cpadi15,cpads15,bib15,sal15,pla15,aux15,serv_int15,expto_15,expdef_15,exptem_15,agrve_15,agrvep_15,agrveo_15,agrfe_15,agrfep_15,agrfeo_15,agree_15,agreep_15,agreeo_15,agrre_15,agrrep_15,agrreo_15,agrde_15,agrdep_15,agrdeo_15,agroe_15,agroep_15,agroeo_15,int_15,inht_15,rit_15,rih_15,frt_15,frh_15,itt_15,ith_15,extrant_15,extranh_15
76,VIRGEN DE GUADALUPE,1990,1,1,101,10111,1,1,85,43,0,0,84,44,5,4,0,0,-3,-1,0,0,11,6,1,0,0,0,0,6,6,2,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,6,6,0,0,1,1,1,1,7,7,0,0,0,23,0,21,0,0,0,2,0,0,0,0,0,0,0,0,99,99,1,1,1,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,48,0,0,85,48,0,0,4,0
78,NI¥O JESUS,1988,20,1,103,10311,1,1,62,27,0,0,61,28,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,6,4,4,1,1,1,1,1,1,1,1,6,10,6,9,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,27,0,0,0,0,0,0,0,0
80,VITALIA MADRIGAL ARAYA,1908,1,1,101,10101,1,1,769,420,30,16,723,384,28,21,0,0,18,15,4,1,137,87,0,0,0,0,0,31,31,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,48,44,22,20,1,1,4,4,2,2,1,1,25,0,19,0,2,0,4,0,4,0,0,0,3,0,1,0,1,1,1,2,1,12,0,12,20,2,0,25,0,0,5,2,0,0,0,0,0,0,0,0,0,0,769,420,0,0,0,0,0,0,31,18
82,ANGLO AMERICANA,1949,24,3,303,30305,1,1,543,282,0,0,537,277,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,2,2,0,0,0,0,1,1,37,37,41,41,3,3,0,0,15,15,0,0,36,0,34,0,0,0,2,0,30,0,28,0,2,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,282,0,0,284,150,0,0,5,4
84,BUENAVENTURA CORRALES,1896,1,1,101,10101,1,1,829,416,5,3,815,413,6,1,0,0,8,2,0,0,62,34,4,2,0,0,0,20,20,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,24,24,8,8,4,4,10,10,3,3,6,6,11,0,0,0,8,0,3,0,4,0,0,0,4,0,0,0,1,1,99,99,1,2,0,2,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,829,416,0,0,0,0,0,0,7,4
86,REPUBLICA DE MEXICO,1925,1,1,101,10101,1,1,270,140,6,2,237,122,23,13,0,0,10,5,0,0,30,20,9,5,0,0,0,18,18,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,14,14,7,7,2,2,2,2,1,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,141,0,0,0,0,0,0,37,21
88,SECTOR SIETE,1987,20,1,103,10313,1,1,527,260,51,29,464,216,67,44,0,0,-3,0,6,2,52,29,30,13,0,0,0,7,7,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,9,9,0,0,2,2,10,10,3,3,1,1,18,0,6,0,4,0,8,0,6,0,5,0,0,0,1,0,1,2,1,1,1,8,0,8,52,4,1,12,0,0,3,2,0,5,1,0,0,0,0,7,0,0,527,259,0,0,0,0,0,0,26,13
90,LAS LETRAS,1992,20,1,103,10302,1,1,795,396,39,26,772,375,53,36,3,2,-30,-15,1,1,92,56,32,23,1,1,0,16,16,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,15,15,12,6,2,2,1,1,1,1,1,1,23,0,20,0,1,0,2,0,1,0,0,0,0,0,1,0,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776,386,0,0,0,0,0,0,21,10
92,COSTA RICA,1964,25,1,101,10102,1,1,220,137,7,4,198,121,37,15,0,0,-15,1,2,0,41,22,7,5,0,0,0,6,6,2,2,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,9,9,6,6,0,0,2,2,1,1,1,1,4,0,2,0,1,0,1,0,2,0,2,0,0,0,0,0,1,2,1,2,1,1,0,1,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,220,137,0,0,0,0,0,0,41,29
94,JOSE FIDEL TRISTAN,1936,25,1,101,10102,1,1,370,191,11,9,357,182,5,4,0,0,5,1,10,4,56,28,7,6,0,0,0,13,13,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,6,6,3,3,2,2,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,190,0,0,0,0,0,0,24,13
96,RAMIRO AGUILAR VILLANAVE,1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,JUAN RAFAEL MORA  PORRAS,1916,25,1,101,10102,1,1,931,506,33,20,906,477,12,9,0,0,13,20,31,23,228,136,7,1,0,0,0,21,21,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,23,23,2,2,2,2,2,2,1,1,9,9,3,3,3,3,3,3,1,0,0,0,0,0,1,0,1,1,1,2,1,4,0,4,10,2,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,931,506,0,0,0,0,0,0,32,17
100,REPUBLICA DE ARGENTINA,1928,25,1,101,10102,1,1,456,239,14,10,407,209,39,24,0,0,1,0,32,9,66,37,8,3,0,0,0,18,18,0,0,0,0,1,1,3,3,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,8,3,3,1,1,2,2,4,3,0,0,6,0,1,0,2,0,3,0,1,0,0,0,0,0,1,0,1,1,1,1,1,4,0,4,3,5,1,3,1,0,3,2,0,1,0,0,1,0,0,0,0,0,456,239,0,0,0,0,0,0,44,26
102,GRATUITA MA. AUXILIADORA,1945,25,1,101,10103,1,1,593,239,2,1,581,232,10,5,2,1,5,3,1,0,60,33,0,0,0,0,0,28,28,3,3,0,0,0,0,2,2,2,2,0,0,2,2,1,1,1,1,1,1,0,0,0,0,1,1,43,43,24,24,1,1,3,3,2,1,1,1,50,0,38,0,8,0,4,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,593,239,0,0,0,0,0,0,18,8
104,NI¥O JESUS DE PRAGA,1957,1,1,101,10103,1,1,226,115,1,0,220,112,9,6,0,0,-2,-2,0,0,31,16,3,0,0,0,0,9,9,2,2,0,0,0,0,2,2,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,4,4,4,4,2,2,2,2,3,3,1,1,41,0,38,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,115,0,0,0,0,0,0,0,0
106,MISIONERA CATOLICA,1992,20,1,103,10305,1,1,82,54,0,0,83,54,0,0,0,0,-1,0,0,0,36,28,0,0,0,0,0,6,6,2,2,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,7,7,3,3,1,1,1,1,1,1,1,1,3,0,0,0,0,0,3,0,9,0,9,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,54,0,0,0,0,0,0,0,0
108,REPUBLICA DE NICARAGUA,1944,1,1,101,10103,1,1,382,205,17,6,338,194,23,8,5,2,21,-3,18,11,33,24,2,1,0,0,0,20,20,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,8,6,6,6,0,0,0,0,1,1,1,1,3,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,205,0,0,0,0,0,0,53,33
110,ROSANA VISONA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,MAURO FERNANDEZ ACU¥A,1964,1,1,101,10103,1,1,144,70,1,1,139,66,12,8,0,0,-7,-4,0,0,22,10,2,1,0,0,0,7,7,2,2,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,10,10,6,6,0,0,1,1,1,1,1,1,4,1,0,0,0,0,4,1,1,1,0,0,0,0,1,1,1,99,1,99,1,0,0,0,14,4,1,3,0,0,6,3,0,0,0,0,2,0,0,0,0,0,144,70,0,0,0,0,0,0,36,15
114,OMAR DENGO GUERRERO,1938,1,1,101,10103,1,1,426,238,21,8,403,224,32,19,4,2,-8,-4,8,4,94,55,19,10,0,0,0,19,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,31,31,8,8,2,2,1,1,2,2,1,0,25,11,19,10,0,0,6,1,0,2,0,2,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,238,0,0,0,0,0,0,46,32
116,INTERNACIONAL PARA LA PAZ,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,ESPA¥A,1911,1,1,101,10104,1,1,355,195,11,8,326,174,8,5,0,0,5,1,0,0,34,17,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,6,2,4,4,1,1,1,1,1,1,1,1,23,0,20,0,0,0,3,0,2,0,0,0,0,0,2,0,1,1,1,1,1,4,0,4,4,1,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,355,195,0,0,0,0,0,0,39,26
120,NACIONES UNIDAS,1952,1,1,101,10104,1,1,421,214,26,13,410,206,8,6,0,0,4,-4,0,0,53,32,11,4,0,0,0,18,18,2,2,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,15,10,10,9,2,2,2,2,1,1,0,0,22,0,20,0,0,0,2,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,214,0,0,0,0,0,0,43,15
122,REPUBLICA DE CHILE,1927,1,1,101,10104,1,1,528,285,5,3,536,291,11,5,0,0,-19,-11,0,0,78,41,5,1,0,0,0,21,21,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,5,0,1,0,1,0,1,0,1,0,2,0,0,0,1,0,1,0,0,3,0,3,0,0,0,0,1,2,2,99,1,4,0,4,48,11,0,12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,528,285,0,0,0,0,0,0,18,5
124,MARCELINO GARCIA FLAMENCO,1913,1,1,101,10104,1,1,480,244,22,10,404,199,51,29,0,0,25,16,2,1,87,45,4,2,0,0,0,18,18,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,30,21,30,21,0,0,1,1,3,3,1,1,0,0,0,0,0,0,0,0,20,0,8,0,10,0,2,0,1,1,1,2,1,2,0,2,28,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,480,244,0,0,50,30
126,RICARDO JIMENEZ OREAMUNO,1946,1,1,101,10104,1,1,427,237,22,16,399,215,28,16,4,0,0,6,1,0,110,63,18,13,0,0,0,18,18,0,0,1,1,1,1,3,3,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,26,26,5,5,2,2,3,3,3,3,1,0,31,3,23,3,5,0,3,0,1,0,0,0,0,0,1,0,1,1,1,2,1,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,237,0,0,0,0,0,0,16,9
128,SAN JORGE DE LAS ROCAS,1985,4,2,202,20208,1,2,5,1,0,0,6,1,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,RIO VICTORIA,1992,16,7,701,70103,5,1,8,4,1,0,12,5,0,0,0,0,-4,-1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,99,1,1,99,99,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0
132,JUAN SANTAMARIA,1886,1,1,118,11801,1,1,872,430,9,7,849,416,12,8,0,0,11,6,3,3,177,96,15,8,0,0,0,29,29,0,0,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,30,30,30,30,2,2,35,35,3,3,35,35,29,0,0,0,29,0,0,0,6,0,0,0,6,0,0,0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872,430,0,0,0,0,0,0,30,9
134,DR.JOSE MA. CASTRO MADRIZ,1965,1,1,101,10105,1,1,510,296,31,20,486,283,14,6,0,0,10,7,0,0,93,53,8,4,0,0,0,20,20,3,3,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,24,24,16,16,2,2,4,4,2,2,1,1,13,0,7,0,3,0,3,0,13,0,7,0,3,0,3,0,1,1,1,1,1,5,0,5,25,1,0,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,510,296,0,0,0,0,0,0,25,12
136,JOSEFITA JURADO DE A.,1962,1,1,118,11803,1,1,129,67,0,0,117,61,12,8,0,0,0,-2,0,0,24,14,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,6,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,67,0,0,0,0,0,0,6,5
138,REPUBLICA DOMINICANA,1936,1,1,101,10106,1,1,778,398,41,28,739,377,29,19,0,0,10,2,5,2,101,56,19,8,0,0,0,17,17,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,15,15,10,10,1,1,3,3,2,2,0,0,3,3,0,2,0,0,3,1,1,0,0,0,1,0,0,0,1,2,1,1,1,8,0,8,8,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,778,398,0,0,0,0,0,0,39,19
140,LA LIA,1970,1,1,118,11801,1,1,84,43,2,1,74,40,7,6,0,0,3,-3,0,0,3,1,1,1,0,0,0,6,6,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,7,5,5,0,0,1,1,1,1,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,99,99,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,43,0,0,0,0,0,0,12,5
142,NAPOLEON QUESADA SALAZAR,1886,1,1,101,10105,1,1,405,213,13,8,357,178,34,20,0,0,14,15,0,0,62,30,10,7,0,0,0,26,26,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,34,23,23,23,2,2,2,2,2,2,1,1,32,0,30,0,0,0,2,0,1,3,0,0,0,0,1,3,1,1,1,1,1,12,0,12,20,14,0,25,6,5,10,0,0,5,0,0,3,3,0,0,0,0,0,0,0,0,405,213,0,0,46,30
144,FRANCO COSTARRICENSE,1969,1,1,118,11802,1,1,419,206,0,0,407,190,0,0,0,0,12,16,10,6,23,14,0,0,0,0,0,18,18,9,9,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,8,8,8,8,2,2,0,0,17,17,0,0,21,0,15,0,3,0,3,0,17,0,14,0,2,0,1,0,1,1,1,1,1,0,0,0,6,3,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,418,205,0,0,418,205,0,0,71,38
146,LA PRADERA,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,QUINCE DE AGOSTO,1986,1,1,118,11804,1,1,935,471,46,25,772,380,174,92,1,0,-11,-1,3,2,84,49,33,31,0,0,0,19,19,3,3,1,1,2,2,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,22,2,7,1,0,0,4,1,2,2,1,1,63,3,24,3,32,0,7,0,1,1,0,0,0,0,1,1,1,99,1,1,1,5,0,5,53,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777,407,0,0,0,0,0,0,74,40
150,GRANADILLA NORTE,1968,1,1,118,11802,1,1,474,228,11,5,413,208,23,9,0,0,38,11,1,1,91,44,11,5,0,0,0,11,11,4,4,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,10,0,8,0,3,3,2,2,2,2,1,0,4,0,0,0,0,0,4,0,9,0,4,0,4,0,1,0,1,2,1,1,1,0,0,0,1,0,0,7,0,0,2,0,0,0,2,0,0,0,0,0,0,0,474,228,0,0,0,0,0,0,34,21
152,CENTRO AMERICA,1966,1,1,118,11804,1,1,648,301,27,16,587,259,60,41,0,0,1,1,49,19,65,33,4,3,0,0,0,15,15,4,4,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,6,6,6,6,1,1,22,22,3,3,22,22,9,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,1,99,99,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648,301,0,0,0,0,0,0,35,20
154,DURIKA,,22,6,603,60301,4,1,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
156,SANTA MARTA,1972,1,1,101,10106,1,1,540,284,64,42,523,259,39,27,3,1,-7,8,3,1,152,81,15,8,0,0,0,19,19,3,3,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,20,20,18,18,2,2,1,1,1,1,1,1,27,18,20,18,4,0,3,0,2,2,0,2,0,0,2,0,2,2,1,2,1,0,0,0,50,7,5,28,0,1,6,0,0,10,0,0,8,1,0,0,0,0,539,284,0,0,0,0,0,0,18,9
158,JOSE ANGEL VIETO RANGEL,1916,1,1,118,11803,1,1,94,44,1,0,86,40,6,4,0,0,2,0,0,0,23,10,2,1,0,0,0,7,7,2,2,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,3,3,2,2,2,2,2,2,0,0,1,1,23,3,20,3,2,0,1,0,0,0,0,0,0,0,0,0,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,44,0,0,3,1
160,CIPRESES,1970,1,1,118,11801,1,1,43,29,1,1,48,34,1,1,0,0,-6,-6,3,3,7,6,0,0,0,0,0,3,3,1,1,0,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,6,6,0,0,0,0,1,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,28,0,0,0,0,0,0,4,4
164,ALTO LAGUNA,1988,15,6,607,60702,4,2,22,11,0,0,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,CORAZON DE JESUS,1964,25,1,101,10107,1,1,47,28,4,3,42,23,1,1,0,0,4,4,8,5,6,5,2,2,0,0,0,3,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,0,1,0,1,1,1,1,0,16,0,14,0,1,0,1,0,0,0,0,0,0,0,0,2,2,2,2,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,28,0,0,0,0,0,0,6,5
168,RAFAEL VARGAS QUIROS,1927,25,1,113,11305,1,1,342,199,19,14,290,164,43,23,0,0,9,12,1,1,37,23,7,6,0,0,0,9,9,2,2,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,8,8,6,6,2,2,3,3,2,2,2,2,5,1,0,0,3,1,2,0,1,0,0,0,0,0,1,0,1,1,1,2,1,0,0,0,10,5,3,3,0,0,0,0,0,4,2,0,3,0,0,0,0,0,342,199,0,0,0,0,0,0,23,12
170,LA FUENTE,1970,15,6,610,61001,4,1,28,15,2,2,28,12,2,0,1,1,-2,3,0,0,13,8,3,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,OTTO HUBBE,1936,25,1,101,10107,1,1,649,327,33,20,598,304,40,16,3,3,11,7,2,1,61,29,2,1,0,0,0,15,15,2,2,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,15,15,6,6,2,2,0,0,2,2,1,1,24,1,20,0,0,1,4,0,1,0,0,0,1,0,0,0,1,2,1,2,1,0,0,0,20,0,2,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,649,327,0,0,0,0,0,0,42,21
174,SAN RAFAEL,1974,24,1,113,11302,1,1,286,140,6,3,263,127,17,9,2,1,6,4,0,0,49,19,0,0,0,0,0,6,3,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,6,3,3,1,1,1,1,1,1,0,0,3,1,1,1,0,0,2,0,3,0,3,0,0,0,0,0,2,2,1,2,1,2,0,2,26,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,94,0,0,0,0,0,0,27,13
176,LAS BRISAS DEL VIRILLA,1986,25,1,101,10107,1,1,164,71,2,0,157,65,9,4,0,0,-2,2,0,0,39,17,8,7,0,0,0,5,5,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,9,7,13,10,1,1,0,0,1,1,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,3,0,3,5,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,164,71,0,0,0,0,0,0,8,1
178,ANTONIO JOSE DE SUCRE,1933,25,1,101,10107,1,1,621,302,10,5,573,276,24,13,0,0,24,13,5,2,87,40,10,8,0,0,0,13,13,2,2,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,10,10,6,6,2,2,2,2,1,1,0,0,2,0,0,0,0,0,2,0,3,0,0,0,0,0,3,0,2,1,1,1,2,1,0,1,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,621,302,0,0,0,0,0,0,29,17
180,JESUS JIMENEZ ZAMORA,1975,24,1,113,11301,1,1,395,201,9,5,368,185,12,4,1,0,15,12,8,5,64,27,13,5,0,0,0,20,20,2,2,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,20,20,14,14,2,2,2,2,1,1,1,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,1,2,1,0,0,0,7,2,1,10,0,0,2,0,0,0,0,0,5,0,0,0,0,0,395,201,0,0,0,0,0,0,5,3
182,LA PEREGRINA,1975,25,1,101,10107,1,1,282,122,11,7,266,125,13,8,0,0,3,-11,0,0,48,28,10,5,0,0,0,11,8,2,2,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,11,8,11,7,1,1,0,0,1,1,0,0,15,0,0,0,15,0,0,0,1,0,0,0,0,0,1,0,2,2,1,2,1,2,0,2,5,1,1,1,2,0,2,0,0,3,0,0,7,0,0,0,0,0,282,122,0,0,0,0,0,0,11,5
